"a_y","a_z","a_x"
0.635189282,0.1931252353,0.4190816123
0.6728128392,0.1947967955,0.4083216061
0.5891497305,0.2585187819,0.3798069137
0.633682023,0.2750586591,0.3907249392
0.5315105385,0.3246079016,0.4095833952
0.605077855,0.2471793861,0.3715824946
0.6102274784,0.2167927596,0.3105124578
0.5923600953,0.2294212217,0.4287053199
0.5650809284,0.2268395127,0.3895593196
0.664948078,0.2174657935,0.3387945837
0.591495985,0.217312079,0.4384038871
0.6520813476,0.2677040845,0.3233820967
0.5612554595,0.1940861856,0.4606279483
0.6525783844,0.2226423924,0.3631954171
0.5591221327,0.2555999263,0.4486282322
0.5521242066,0.2133332268,0.3833258304
0.5230770245,0.2456174267,0.4802141171
0.7220644965,0.2019634693,0.3679419677
0.8567799563,0.2492687993,0.1800337539
0.5873562456,0.2441295409,0.3430280921
0.6319569779,0.2012702804,0.359761358
0.6308662511,0.2131609733,0.402243619
0.6209678619,0.2291665002,0.453969313
0.6969946445,0.2060748974,0.3349449121
0.4569432028,0.3255994986,0.422243569
0.6348816072,0.2169151234,0.4528128411
0.660207989,0.2421546407,0.395975467
0.618622304,0.2986816786,0.3338404683
0.6242720104,0.168718839,0.3397696179
0.6067732896,0.2738151638,0.3852634075
0.5663908563,0.2835705952,0.3145744577
0.5438396736,0.287224089,0.3533096958
0.6567710217,0.1974114049,0.3987210519
0.6036923156,0.2206919088,0.3333485258
0.4773079868,0.2942328791,0.4735429254
0.6056737265,0.2374408032,0.3610823994
0.6219159551,0.1893139626,0.3999208962
