"a_y","a_z","a_x"
0.5708167147,0.2268738508,0.3755949914
0.6770702067,0.1954855228,0.4138798686
0.6549344733,0.2413225022,0.3526049973
0.6049303318,0.2959626971,0.3338893575
0.5606685546,0.265425787,0.2742070724
0.5792571158,0.2851229882,0.3721044469
0.6013758679,0.265197783,0.3212870699
0.5725549749,0.2580562154,0.3695222358
0.6497259849,0.2307705841,0.3267762417
0.6161760708,0.2310422683,0.322800576
0.4999680659,0.3249978804,0.4660657459
0.6216964615,0.2314742607,0.3391993496
0.6093746518,0.1986171978,0.40300753
0.5308552785,0.2061329103,0.3965015811
0.5755984679,0.1951605665,0.3575029653
0.6470209276,0.1545862377,0.4278499381
0.5428253329,0.2044738059,0.3443475137
0.5898081709,0.1837513281,0.4484916731
0.6815045702,0.1650649819,0.3599587186
0.6477325071,0.2238119859,0.3211212874
0.6018166656,0.244935151,0.3329369926
0.6301976637,0.2062001974,0.2615268143
0.5889847363,0.2713660967,0.3205584978
0.5644661615,0.3043381037,0.2859543897
0.5832488357,0.2520270802,0.3338774255
0.3303080977,0.4037719871,0.3114870006
0.3336209119,0.4677171633,0.2209499468
0.4749975941,0.326285349,0.2744515533
0.5701782037,0.2291661489,0.3214907411
0.4806600786,0.4308363083,0.277819348
0.6194492238,0.2069126155,0.3277215035
0.6570396811,0.2506519923,0.2822943244
0.5960963775,0.2281171065,0.3124313866
0.6441529103,0.1424174514,0.3134910186
0.7081481529,0.1690987186,0.23845233
0.5750661068,0.2677040992,0.3110808523
0.5989056915,0.1920120168,0.3116938613
0.6676727222,0.2224502956,0.3008610595
0.6226512672,0.2021717095,0.3660669723
0.6671044152,0.219547958,0.2887843193
0.6233097109,0.2386681974,0.2245127816
0.6897315939,0.2874533056,0.2460091153
0.5715084365,0.2310783559,0.2752838066
0.6520774785,0.2515830047,0.290404899
0.6827496085,0.209957018,0.3195472925
0.5568042016,0.234121314,0.3155666242
0.5263442222,0.18162013,0.4444318634
0.6230695538,0.2587717316,0.2439331733
0.6980625766,0.1880322619,0.3202003682
0.63694103,0.0625602301,0.4035424957
0.6048991323,0.2123924176,0.2905440125
0.6267959766,0.2219185426,0.3557700445
0.5008823515,0.2675804993,0.4121757906
0.5965121989,0.2332537883,0.3584583394
0.701919585,0.1278379847,0.3627979394
0.6054569464,0.1898686208,0.3603472437
0.6414729652,0.2135554631,0.3212964941
0.5957818225,0.1655726281,0.4042520162
0.6800651396,0.229763732,0.1387143957
0.6038030617,0.1653473951,0.4490258775
0.5837733948,0.2196841778,0.3889002247
0.6602018487,0.2710134596,0.2591167913
0.6390849884,0.1892568132,0.3642474986
0.5943474495,0.2243697342,0.357068798
0.4792132653,0.2285720821,0.4864091365
0.6146563121,0.232300061,0.2882014162
0.5777508368,0.2383017572,0.3205435723
0.6250953466,0.2583721528,0.3039546188
0.5059577445,0.3236420704,0.3457381315
0.6312600313,0.1689736907,0.326037535
0.629869473,0.1955114811,0.3032738835
0.5109556126,0.212336626,0.3883465432
0.5680669563,0.2894029276,0.3468372689
0.5483729795,0.3110761919,0.2792743139
0.6303259529,0.2408902689,0.3096302455
0.4742321082,0.3118443648,0.3657810593
0.7497880773,0.2411499686,0.1578831674
0.5657129271,0.3287540001,0.2981461582
0.4022127056,0.3364426124,0.4307011126
0.6199062819,0.2147935657,0.3442882562
0.5600311484,0.2245935723,0.3354943809
0.6567133203,0.1974140361,0.3015620238
0.6088096171,0.198242599,0.3860483745
0.5962503052,0.246174587,0.324112815
0.6276277899,0.2402498755,0.2723050009
0.6432841019,0.233080599,0.2649455891
0.6137236832,0.2591770978,0.3250211706
0.6151097791,0.2331554307,0.2653450641
0.2954563138,0.4113564515,0.4444395845
0.5275915978,0.3679882814,0.1450852278
0.6278836634,0.2266084436,0.3533500957
0.5904275689,0.2768837167,0.3134646223
0.6179744314,0.2537529722,0.2683343096
0.6578668146,0.2144620104,0.3020420889
0.604626025,0.2485643175,0.3295561486
0.7882426057,0.1816447363,0.2639223892
0.702752482,0.2472548446,0.306536079
0.5139994176,0.305135091,0.4230065748
0.7279941393,0.2220510305,0.2715899059
0.6030107968,0.2030475141,0.3894711178
0.627145041,0.2102941133,0.3431242545
0.670762017,0.2285293917,0.3257987402
0.6093885701,0.1157734871,0.3962438057
0.4726191683,0.2632031228,0.3610052236
0.5672924951,0.2574741423,0.3257224627
0.5753950794,0.1284977107,0.4616274286
0.5829558484,0.188562845,0.3262728135
0.535467033,0.3043486601,0.3979826604
0.5475147261,0.3194322053,0.2507956501
0.5937648782,0.2864640185,0.2292421185
0.6145280434,0.2134270711,0.3347775469
0.536269277,0.3154154076,0.2668282127
0.5925567143,0.2908141312,0.2954998079
0.4614264516,0.4147192251,0.222016968
0.514365812,0.1343791957,0.3926214876
0.6057709752,0.2716231677,0.2652129415
0.646438962,0.220336207,0.3351698946
0.4646825571,0.2234393273,0.4639901783
0.6883305067,0.2562188528,0.2721954897
0.5920406076,0.2172893268,0.3777919018
0.6846071296,0.1938858884,0.2399088233
0.6970901831,0.0939413439,0.3832658753
0.6367543297,0.1789134279,0.3540936331
0.5755154928,0.1975074374,0.3236186658
0.5364139463,0.306720736,0.2543520685
0.6914018796,0.2114181453,0.3434760322
0.637248747,0.1658045272,0.3669192736
0.5352069774,0.3011372023,0.2731209531
0.5171847195,0.2796304706,0.3253977104
0.7369612322,0.2350422553,0.3254413896
0.3459374698,0.491078224,0.3127646531
0.6157322219,0.2339404631,0.3284949404
0.5167774056,0.2010530244,0.4269181705
0.6234013132,0.1971645785,0.3718186097
0.6142400153,0.2613635793,0.3399026859
0.5094008338,0.2997110432,0.3350508517
0.5766698671,0.2463605573,0.3181670509
0.6058241315,0.1974983745,0.3935457175
0.6580789791,0.148059558,0.3007532767
0.6443083049,0.2314882211,0.3186468481
0.5588059225,0.1722555793,0.2756504483
0.5301546597,0.2516071982,0.3802850393
0.5597864333,0.2778700691,0.2791296836
0.6260312064,0.2736620391,0.2901378478
0.5262822773,0.1868335313,0.3706399786
0.5558108785,0.3123482964,0.0521270614
0.5772789502,0.1739056685,0.3281692525
0.6117596623,0.2230064872,0.3086630253
0.5479603265,0.2614895765,0.3422635709
0.7116665169,0.1384951853,0.338645922
0.5024042819,0.363029661,0.2313859602
0.6437325371,0.2661070317,0.2095222267
0.6193145624,0.1774064156,0.3760640366
0.611286954,0.2180379527,0.2957437134
0.6199824771,0.233281865,0.2733894467
0.6322323249,0.2323552503,0.2568345252
0.489224141,0.3649081879,0.390269195
0.5660000535,0.2342055907,0.393248688
0.5776506104,0.2742280089,0.2535169538
0.6081738814,0.3320908182,0.2065741527
0.6277990283,0.1965484049,0.3260358417
0.6524891254,0.2006104022,0.3043440188
0.6050305216,0.2060509443,0.3262472708
0.6027017294,0.2715140301,0.2925533184
0.622059931,0.3034394332,0.2713465148
0.6523528199,0.1805602845,0.3098968595
0.598463887,0.2762334138,0.309590083
0.5912089069,0.2370146506,0.3702702443
0.5919776412,0.2776636778,0.3213268519
0.6380381067,0.2398714211,0.2590178215
0.6318824762,0.2246317096,0.2586903046
0.633531608,0.1822731055,0.2918833131
0.5717625418,0.2448391538,0.3714854864
0.5519989315,0.1310956035,0.4841749322
0.7062952872,0.1767867269,0.3673638459
0.6286348164,0.2333150531,0.2967611174
0.6277038571,0.163501975,0.3329304842
0.6167511419,0.2649404137,0.3588850126
0.6228152119,0.1580614188,0.1943153372
0.6390307568,0.084800006,0.4470721217
0.6060461381,0.222461016,0.3383896953
0.6464835599,0.2126866886,0.2799846179
0.5876436882,0.262065739,0.2369283058
0.6520151758,0.1302660395,0.2159049323
0.5744593993,0.2625918615,0.2718000819
0.6870263078,0.205240619,0.2476868453
0.6142669567,0.1650198679,0.2810382784
0.5904698681,0.0930120051,0.448734106
0.6002878797,0.1957702892,0.2789446864
0.661983753,0.1599921297,0.3447447849
0.6900397467,0.202439996,0.2633296342
0.5441505671,0.1262506601,0.5197033354
0.5900624237,0.2422159816,0.264799287
0.5025551169,0.332995776,0.3046603059
0.7136844897,0.238807035,0.2271207452
0.625815261,0.2637328154,0.2606306103
0.6326559392,0.1938264153,0.3509546419
0.5766697624,0.2014224566,0.3193676537
0.4915733987,0.1934884394,0.4631984312
0.6772101872,0.1770360106,0.1725236321
0.6435612584,0.2239759914,0.3246669382
0.5541202846,0.1980526279,0.4093645908
0.6805221384,0.3182797514,0.2804270316
0.6337700962,0.2153051107,0.3192421433
0.5198705109,0.2027568034,0.3662787417
0.5280108995,0.1986135873,0.4359845533
0.6550521882,0.1458783888,0.3954388354
0.6319563295,0.279303647,0.2812180176
0.5056250578,0.2152841491,0.3799272375
0.6021533833,0.1869055824,0.3495080351
0.5361693749,0.3401358208,0.3118146394
0.6630579475,0.2024793657,0.3480690787
0.6440488508,0.1724357967,0.3260587036
0.5724427976,0.2231781646,0.3758163897
0.4866259865,0.2568031847,0.4215248922
0.4998375118,0.3301119587,0.3208377679
0.6264822246,0.2367467746,0.1372171901
0.6030319998,0.2301944078,0.2961617602
0.6670707294,0.1429192668,0.2824738263
0.5511326671,0.3059675311,0.2920244647
0.6527139639,0.2538683283,0.2300716973
0.5374259143,0.249334085,0.3769162907
0.6299463591,0.2334657585,0.259871055
0.6193897013,0.2405348466,0.3138217438
0.5394753041,0.2820244613,0.290409385
0.6255109716,0.2108102869,0.1959214892
0.6172166493,0.2246844224,0.2780068683
0.4582508719,0.341795133,0.4226554356
0.6512353507,0.2452124895,0.2635066383
0.6367868222,0.1938917058,0.3125766138
0.6024478215,0.2881813235,0.3090109663
0.6924009075,0.1575099665,0.3268881218
0.6452212669,0.2173750102,0.2333545126
0.6375572545,0.1710052791,0.2413773322
0.539034079,0.2392387573,0.4168722643
0.61501777,0.2644368504,0.2371075312
0.5325556398,0.3156415208,0.2286255751
0.6585275761,0.2262666912,0.2390999724
0.6006898397,0.1097387025,0.4492625987
0.6537580885,0.223495134,0.2619511873
0.4431701684,0.439349547,0.1942285426
0.5364193824,0.2460719883,0.3458439629
0.6356004311,0.2318551339,0.2884260584
0.677938923,0.1486669257,0.3940162789
0.6066138575,0.0966532841,0.4698266221
0.5198499714,0.2656446704,0.3543927174
0.5694665465,0.2975382444,0.2182287663
0.5825569311,0.2041595368,0.362978096
0.6030982463,0.1107169814,0.4461143513
0.6464691257,0.2034885201,0.3565225854
0.6049225265,0.2622644282,0.2390037259
0.5352227188,0.2505386028,0.3628735074
0.6802420364,0.2321687579,0.24487512
0.5206167142,0.3621933523,0.117511843
0.4354135258,0.4084422099,0.3242935727
0.6679367238,0.0765921993,0.1082267188
0.4843037673,0.3470668594,0.2514829084
0.5354571483,0.2950909372,0.3230927957
0.5710307012,0.2611830445,0.328996957
0.5835214104,0.2558292056,0.3015722505
0.6385583651,0.2153408524,0.2579842603
0.6336510783,0.2344135842,0.3077192644
0.5868523332,0.2506388157,0.2671431154
0.6370675967,0.218099485,0.3204255476
0.6740046723,0.2040866614,0.2241381343
0.6403816764,0.2152671295,0.1010387392
0.6162855138,0.2210931919,0.1297293517
0.6625048084,0.1694121522,0.2404655739
0.6759062631,0.2085261097,0.3015160503
0.6597325289,0.2032161058,0.3267587566
0.5067161732,0.2649822909,0.3722120506
0.472610588,0.3472091799,0.4017910415
0.5474295413,0.2096002251,0.31819014
0.5584597227,0.1891387403,0.3793161397
0.6955875957,0.2014895894,0.288345235
0.6826148008,0.1186707979,0.4450314236
0.6706146384,0.2785749671,0.2967292763
0.6269924575,0.0938806751,0.2331783858
0.5398134936,0.1690499001,0.3946757572
0.5970567114,0.2356422899,0.3923676979
0.6634150061,0.1757885876,0.3764862977
0.6238054487,0.2313016055,0.2611030981
0.6131189039,0.17211231,0.4003481784
0.6583673398,0.2447394172,0.2747981478
0.6064091071,0.2072098292,0.1614395978
0.5661403535,0.2657759348,0.3004017135
0.6857411788,0.1281366897,0.3009953515
0.5893316031,0.156870392,0.4404587976
0.6673425605,0.1512899956,0.3285180148
0.6947060507,0.1285389283,0.3570972979
0.643860115,0.2229067238,0.3312628027
0.6664355514,0.2302931629,0.219196306
0.6268932339,0.1938710591,0.3164069786
0.6610825706,0.1819695385,0.3026987171
0.6088980923,0.2055057046,0.3122875394
0.5597018495,0.2664178167,0.3529647617
0.5846957975,0.1810887229,0.3881618809
0.5892414939,0.2914385094,0.1960380091
0.5601818828,0.2686464076,0.3624313618
0.5899443468,0.1478809247,0.4132762516
0.6208961964,0.2566823775,0.2571560966
0.6397198608,0.1315213401,0.2085734897
0.6355404287,0.1055023691,0.2050257599
0.5499121742,0.1855275272,0.3974574717
0.6253506404,0.2092897502,0.3858221058
0.6057718587,0.2266003994,0.2894147365
0.6197863412,0.1916868145,0.3562441854
0.4223270515,0.4656460012,0.1938025001
0.6606308444,0.2723913775,0.2921033249
0.7013920248,0.2651296797,0.2837810786
0.6462979103,0.2306446325,0.1960294423
0.5993935741,0.301912815,0.2647904834
0.7798189106,0.2390727453,0.3153792232
0.5279215903,0.3264671877,0.2463126787
0.631195144,0.1636205006,0.3056557896
0.6236983184,0.2304159221,0.2967615708
0.6361017137,0.2256780149,0.2979381617
0.761385491,0.2087194192,0.2844272664
0.5546969973,0.2639538189,0.3821001729
0.6108303246,0.2249496549,0.2987372816
0.6288455976,0.2585843106,0.3131692952
0.6179978271,0.2933615502,0.3002857984
0.6207170528,0.2751377577,0.2553993391
0.7305681913,0.2891696217,0.2836425586
0.6776058339,0.0951422292,0.1475257934
0.5962176836,0.1723750684,0.400747558
0.6675054377,0.2373673076,0.2662760583
0.5445468323,0.1928982168,0.4291033717
0.5150497505,0.2823028892,0.3586150069
0.5292338972,0.2354050828,0.3707236982
0.6097676636,0.1381254686,0.441704938
0.5444073441,0.1986468852,0.4169994994
0.642299574,0.2092528232,0.3455514008
0.6534261274,0.1812446319,0.3726375775
0.5735587636,0.2640441174,0.3158011712
0.6685361713,0.1833938842,0.34730968
0.6636244995,0.20391977,0.3157340517
0.6189901168,0.2112423754,0.3453342445
0.6404280416,0.2139222756,0.326669595
0.6391226697,0.1912170844,0.4054676353
0.6522508581,0.1449287561,0.3870483845
0.6113435256,0.2412611871,0.3066071788
0.6683958126,0.1357278153,0.3921288223
0.5954744396,0.1906452519,0.3481962801
0.5845867753,0.2648253588,0.2521143318
0.5483367644,0.2691219988,0.2894323609
0.5698012446,0.1604985358,0.4192833476
0.5453067769,0.2198899492,0.371891878
0.5834368647,0.2347348071,0.2927963038
0.5362170348,0.1991575632,0.3951242217
0.5567042532,0.227630606,0.2452080497
0.5236233926,0.1872487101,0.4263682535
0.6582284968,0.1596591323,0.2612188482
0.635039831,0.2222365244,0.3481865051
0.5327793125,0.2329361155,0.3996605272
0.4808294358,0.2363452904,0.2841219719
0.6230342449,0.2509332458,0.2912373961
0.6316072388,0.1576227491,0.363571062
0.6244910333,0.2627356403,0.216788857
0.5196199695,0.2726843967,0.3830244062
0.5821101501,0.2058692684,0.3139953964
0.5397801024,0.2436110189,0.3434809087
0.6133005035,0.2129699073,0.2839849943
0.657080278,0.1764715786,0.3349966519
0.6581681083,0.1953428372,0.3435067624
0.637816,0.2652130543,0.2951152151
0.5917217967,0.2186377755,0.3270520725
0.62214575,0.1773812113,0.1700518747
0.4803569051,0.3835873973,0.3072758229
0.6249293168,0.1307458812,0.3832375029
0.5946118842,0.2679019617,0.3083980021
0.7060216943,0.1977357201,0.3012307976
0.5955175996,0.2051515985,0.3721500791
0.6982914521,0.2050314197,0.241269069
0.5851588867,0.1773992506,0.1997946686
0.5237269572,0.1852219394,0.3169787036
0.5309025224,0.2878213791,0.3283743562
0.6483178225,0.2183475841,0.2901684039
0.5451675376,0.1766749423,0.1380631443
0.5751057118,0.2326003927,0.3840172703
0.5350513811,0.2110034243,0.3907112326
0.6829895763,0.173455257,0.299313875
0.7202745213,0.1573366295,0.2625368656
0.4468982988,0.3627931401,0.2745801529
0.5994632891,0.2580356397,0.2442826655
0.6240345382,0.2802410267,0.300006229
0.6258798906,0.208658995,0.3170840567
0.5034166776,0.2164854656,0.4649058945
0.5895625846,0.2368415326,0.4123910684
0.5104044364,0.1911577913,0.3216164864
0.6603238903,0.2197499847,0.2831852401
0.6664811082,0.20953488,0.2740179582
0.574602072,0.199108015,0.4305776071
0.652788192,0.1574807634,0.3448828962
0.5245103646,0.1892865334,0.3778456
0.6022850396,0.1559877195,0.3465013335
0.6442894653,0.1967874042,0.3442789737
0.5375517529,0.3012364862,0.3045032484
0.5300802727,0.3236153527,0.2927353312
0.6424694077,0.2431549515,0.2663443
0.6466712854,0.1921604757,0.1094915802
0.5575102229,0.2317147011,0.3592465066
0.5796513344,0.0983309691,0.4744230505
0.552209246,0.1924005027,0.3615861491
0.6317959244,0.2242459343,0.3354380826
0.6032678625,0.1509725008,0.362792816
0.6080989469,0.2005687835,0.3833559741
0.5787128163,0.1899995995,0.3811125334
0.6512828037,0.2011900855,0.3021149156
0.6304604015,0.1343308667,0.3786398245
0.3958469144,0.3411633466,0.4256092379
0.5865339895,0.1609966939,0.2879836128
0.451507711,0.3321316165,0.4099867174
0.6376144335,0.2103947847,0.3550223561
0.8043778998,0.1878466973,0.2836284254
0.6736737919,0.2446500083,0.2499588008
0.6611327461,0.2616085846,0.2684309007
0.5780121797,0.2464321129,0.3753237033
0.6549827469,0.190915488,0.3291039292
0.4523667335,0.3021565367,0.3987706129
0.5668721672,0.2266275552,0.2172852236
0.6157850547,0.2666726404,0.2061564245
0.4756880957,0.1952110374,0.4779844309
0.5707366244,0.2167212277,0.3081137783
0.5944946525,0.222009411,0.322071273
0.3794085776,0.4040991318,0.3540851436
0.5180808115,0.1874387516,0.3781077841
0.5856219862,0.2261399948,0.3833708053
0.4973406688,0.3249309285,0.3216956947
0.5906512591,0.2485158627,0.2963556603
0.4110374804,0.3554463293,0.3831424612
0.5173256942,0.3106397633,0.3225361232
0.6195721417,0.1681600971,0.3928365191
0.457387066,0.2282883402,0.3481300265
0.6041905953,0.2458788535,0.2829638071
0.4753207228,0.3008195016,0.3973735701
0.5929648001,0.1926769471,0.4350834206
0.5781901701,0.2292161217,0.3485520927
0.6126585368,0.215448616,0.3224790701
0.6772334022,0.2411396171,0.1770085141
0.6142062054,0.1859246464,0.349641839
0.588833171,0.2508624148,0.2844023519
0.5308221942,0.278599666,0.3647503428
0.6305401164,0.2629267642,0.3315731746
0.5881619933,0.2129505324,0.3373004277
0.6570348276,0.2410676472,0.348823004
0.5677870385,0.2904403762,0.3459537583
0.5722261329,0.2533994004,0.2192047749
0.3982455244,0.3279239799,0.438908008
0.5866857878,0.2718024511,0.3616207937
0.59393763,0.2022385037,0.3896636411
0.6242489626,0.2565456351,0.2829887892
0.5374923607,0.2983850091,0.3776207247
0.563030512,0.2424952544,0.3273405942
0.5812705718,0.2566144712,0.36087497
0.5114146019,0.2968700286,0.2744877012
0.5568372337,0.2507399716,0.3127216764
0.5064245021,0.2252160613,0.4044978449
0.5794189156,0.2282978569,0.4094650776
0.5011664979,0.2508088775,0.4332074255
0.5385919561,0.3034563359,0.3472013478
0.5188156364,0.2701225972,0.3870925261
0.6031977878,0.1977338671,0.3802140799
0.6610058589,0.1203527456,0.4268065528
0.6398870727,0.2462866377,0.3960871586
0.5549707729,0.2515787227,0.3616312141
0.59638254,0.2285952916,0.3392153036
0.6130665498,0.2519953414,0.3792637455
0.6267620097,0.2060955834,0.3842461232
0.6184505533,0.1937177291,0.3123132452
0.5971655491,0.2508411487,0.2879067237
0.6347752475,0.2504918554,0.3443060051
0.5929524082,0.2400306583,0.3436438007
0.5835530966,0.1649073437,0.3748712742
0.6380803146,0.2535927132,0.2801359895
0.6327037878,0.1975899084,0.284240062
0.6063826835,0.267335676,0.3916772385
0.6326450216,0.2110888654,0.3314841067
0.5754075876,0.2433723871,0.3241065452
0.5622418868,0.2652543694,0.2907906749
0.5530730689,0.2736301324,0.3042346702
0.5833345119,0.2073551528,0.3484927531
0.5872048213,0.1812341939,0.4114366675
0.5855558899,0.2190029329,0.3846943111
0.5989836448,0.2116357682,0.3345072041
0.5289741442,0.268270387,0.2764335175
0.5859746921,0.2174972507,0.3686337614
0.4147321669,0.3501785116,0.4203030493
0.566673046,0.2727480831,0.2775053244
0.5649572408,0.2880274206,0.3408537277
0.438533183,0.2861642686,0.3755972168
0.5364582522,0.2588512128,0.4224431473
0.5753473445,0.2324037693,0.4671900302
0.542991758,0.2449474981,0.3847307818
0.5217875334,0.3003552326,0.3005533642
0.553463949,0.2632819903,0.366422413
0.6254656197,0.2578035267,0.3046960142
0.5919995228,0.2362124579,0.2917115035
0.5375460134,0.3008963884,0.3655769994
0.6047216083,0.2442986438,0.3276775163
0.580120155,0.2550474648,0.3152253738
0.6523985372,0.3068863935,0.2708623227
0.5278852945,0.2578975715,0.4006025761
0.5002082386,0.3349749877,0.2533421399
0.5377948347,0.2849029741,0.2480324309
0.5156200106,0.3218859676,0.3011413672
0.6646973776,0.2075095221,0.3437217244
0.2243139469,0.5255778893,0.3679607325
0.6343515476,0.2665976704,0.293861124
0.5871328434,0.3060210701,0.3484746976
0.5996672381,0.2494263302,0.3365711295
0.5591298417,0.2740821071,0.329939135
0.588554357,0.2283328141,0.3801667309
0.5329169414,0.259172365,0.306979583
0.6514897156,0.2395173721,0.3429984524
0.6078156356,0.2424317843,0.3530962477
0.5377978206,0.168946158,0.3287717974
0.5848637883,0.2559976417,0.3394582552
0.6163444339,0.2766142221,0.3020751974
0.657986163,0.2493587293,0.2943300299
0.5726670354,0.2801935549,0.3492899687
0.6503041743,0.1998451812,0.3522726048
0.6002580677,0.2913567177,0.3055709393
0.6368409709,0.257829256,0.2999177624
0.5762540965,0.2931654294,0.3739640491
0.6296396056,0.2365007942,0.2656886751
0.6149419795,0.2841665116,0.2641771059
0.654835904,0.2332373114,0.3569544385
0.5936908722,0.165725934,0.3531494967
0.5770657092,0.2959741792,0.3257357774
0.5565036962,0.2496322331,0.2735528582
0.5814862754,0.2731483508,0.2534496278
0.6240106464,0.215459399,0.3731531535
0.581792755,0.2310078898,0.3581885684
0.6392568986,0.2640848032,0.2628492346
0.6358226913,0.2234574316,0.3728928787
0.5004780809,0.2804357766,0.3469625647
0.5259213249,0.2763483122,0.3391794691
0.1575910572,0.915857727,0.14745579
0.6003228118,0.1874501536,0.4377064612
0.5736758975,0.2505167225,0.3856373572
0.5923730368,0.2990685475,0.3231479267
0.6739172173,0.2604587749,0.165409929
0.6874569054,0.2287437388,0.2403230112
0.463470072,0.59383371,0.1180639366
0.5159522692,0.2468635529,0.3559610973
0.5816021989,0.3017802948,0.3032457069
0.618654169,0.2503493575,0.3703327401
0.606410595,0.2650012583,0.3037613993
0.592744837,0.2567801043,0.3665552439
0.5192968028,0.2867313864,0.3322028287
0.5806884646,0.2973782884,0.3090533451
0.4900137074,0.3501298003,0.377085438
0.6406215224,0.2554998822,0.2787272347
0.6988754031,0.2296608451,0.3129183616
0.5399666045,0.2445114314,0.1513305127
0.5996544712,0.2737519716,0.3073247532
0.5568249574,0.3301746513,0.2858960409
0.5900777188,0.2834961495,0.3936290625
0.5647308328,0.3041279201,0.2985321063
0.6297719733,0.2151660705,0.3226381175
0.6145698733,0.2443760249,0.3277575955
0.5871114797,0.2630196033,0.3228430549
0.6233317418,0.2311132813,0.3406164551
0.686973327,0.1951426124,0.3513756731
0.5017235441,0.2948973526,0.3801085083
0.6011932206,0.3070101683,0.2953209779
0.6420178732,0.2141587267,0.379411963
0.5823590187,0.2283858558,0.3151272555
0.5457129633,0.3053443819,0.2861142838
0.4142988701,0.3986194064,0.3436450766
0.5940552085,0.2339635261,0.3317550751
0.6125324686,0.1730315476,0.3197479206
0.6483037636,0.2103848115,0.3465097885
0.5672731127,0.2836071007,0.2799651629
0.5206965915,0.3241502759,0.3485708636
0.5347087864,0.2175892147,0.4095111134
0.6392050743,0.218647311,0.3234222177
0.6055109874,0.2478741917,0.344070771
0.6089917484,0.1554034544,0.3894488769
0.5382696394,0.3247745153,0.4186754376
0.5211400341,0.2408484829,0.3398335226
0.5535365363,0.2036368807,0.3480445042
0.6163512994,0.2287738188,0.3601176987
0.7043396231,0.199602519,0.3034268564
0.5601350715,0.2411275953,0.3815075941
0.6509253252,0.2574928751,0.2906630813
0.5299620282,0.2457611301,0.4246090256
0.64561595,0.2544825476,0.356727473
0.5846296338,0.2257085661,0.3030561661
0.578628434,0.2620113551,0.3296428987
0.6173858655,0.2288300058,0.287969063
0.6023719745,0.2223553179,0.3958403116
0.6319125351,0.1798469869,0.2867565115
0.6607329967,0.1907098837,0.3259840694
0.5594312719,0.2720015707,0.3106428289
0.6285143777,0.2018527807,0.2998865278
0.6320853016,0.2145646183,0.2570375501
0.5683608076,0.2495757032,0.3932507206
0.5600741077,0.2049413963,0.392863446
0.5751835613,0.3209829348,0.2049089832
0.5279407572,0.2692470938,0.3537120845
0.6511622731,0.1766786185,0.3314604168
0.47525267,0.2671661628,0.4627003838
0.4578098574,0.268635744,0.4488804057
0.6242124421,0.2527415383,0.361693606
0.5801280287,0.2498756826,0.3882645607
0.4974771895,0.1870815155,0.5249941541
0.6096562846,0.238828885,0.3231093382
0.2682790833,0.516174318,0.3307898886
0.5527389154,0.164696165,0.2950799336
0.6816462316,0.2007393465,0.2798155596
0.666475391,0.1951324944,0.3374648086
0.5873089053,0.3105219732,0.3423415833
0.5806987462,0.3032716569,0.3165746384
0.6402475945,0.2251662717,0.2837234069
0.6393646293,0.245408813,0.260407042
0.6154700892,0.2290533699,0.4113791899
0.5995340256,0.2640723225,0.3360152503
0.6199235685,0.2142229548,0.3564964813
0.6521300261,0.2460426214,0.276579411
0.6102885686,0.2504344991,0.3642691077
0.5779683777,0.2541812928,0.3382516073
0.656439737,0.1973283055,0.4116070497
0.5927282827,0.2642855706,0.3619784507
0.6370624324,0.1934231562,0.4102173765
0.3853491198,0.3103579918,0.2154412742
0.5254464718,0.351860993,0.2715655498
0.6456065088,0.2126864855,0.3701901789
0.6570749957,0.2509967689,0.3473691127
0.639981883,0.2395339389,0.2607124895
0.6115277311,0.2417066648,0.2993016536
0.6223399647,0.2337974502,0.2820907596
0.5070460584,0.3233115083,0.328243897
0.7011336051,0.1858941037,0.351100255
0.5916137532,0.2171184229,0.3823410882
0.4810544359,0.3125029276,0.3570829506
0.5765736147,0.2620301719,0.3151441535
0.5888413656,0.2545307462,0.3054590993
0.6558990126,0.2316122393,0.3411868287
0.5355599056,0.2343650085,0.3018257925
0.57428922,0.248984252,0.2744717478
0.3659990352,0.3488049089,0.4899170667
0.3112516422,0.5117836053,0.3381606683
0.5798997274,0.2253225169,0.3458877436
0.5344001442,0.3086968888,0.2529026571
0.6437442503,0.1799748694,0.3901908738
0.6210932406,0.2078232231,0.4031496553
0.6016241661,0.2240149738,0.3054635922
0.5838164916,0.2528381581,0.3665632284
0.5341153911,0.3179700418,0.3470781683
0.613113767,0.2258638565,0.2277525732
0.5104767374,0.3234507945,0.3116115746
0.4621739804,0.2138364686,0.4922635448
0.6487303879,0.2537895279,0.2894708085
0.5989621695,0.221844486,0.3802117355
0.6119083375,0.2388438586,0.3146728972
0.5542680811,0.2650916563,0.3747691056
0.6097660505,0.2447266419,0.3317406882
0.5950893419,0.2169781299,0.3676540239
0.6195144751,0.2550522309,0.3454829759
0.5246688371,0.2362307298,0.3555505572
0.5722587854,0.2065606546,0.4586558333
0.6262341275,0.2454800069,0.3469634041
0.6281430232,0.1875593701,0.3529627033
0.5736869866,0.2638223618,0.2996019156
0.6188957935,0.2524164817,0.3687342257
0.5940821401,0.2844822312,0.2908737512
0.5730925137,0.1871428365,0.328067112
0.578409996,0.2431884683,0.2527986167
0.6348201162,0.230066436,0.4153805855
0.5777498776,0.187039414,0.4428356461
0.6192005441,0.2060868053,0.336741182
0.6208226811,0.1809868437,0.3807507471
0.6383944388,0.2476209645,0.2135534092
